codigo_cliente,razon_social,ruc,ciudad,telefono,email,limite_credito,estado
CLI00277,Supermercados Santa Rosa S.A.C.,20500268698,Juliaca,958926019,supermercados277@correo.pe,5000,ACTIVO
CLI00592,Negocios La Colina E.I.R.L.,20500574241,Juliaca,965304787,negocios592@correo.pe,25000,ACTIVO
CLI00098,Autoservicio Santa Rosa E.I.R.L.,20500095061,Cusco,+51 988801484,autoservicio98@correo.pe,1500,ACTIVO
CLI00010,Comercial Campo Alegre S.A.,20500009706,Tacna,+51 964708126,comercial10@correo.pe,0,ACTIVO
CLI00588,Almacenes Nueva Esperanza S.R.L.,20500570360,Cajamarca,0996550519,,10000,ACTIVO
CLI00094,Abarrotes Campo Alegre S.A.,20500091186,Tarapoto,0903893609,abarrotes94@correo.pe,10000,ACTIVO
CLI00532,Bodega Vista Alegre S.A.,20500516047,Tarapoto,+51 978462157,bodega532@correo.pe,1500,ACTIVO
CLI00046,Abarrotes El Trigal S.A.C.,20500044625,Huancayo,0916951405,abarrotes46@correo.pe,5000,ACTIVO
CLI00188,Supermercados Alto Andino S.A.C.,20500182360,Iquitos,930377727,supermercados188@correo.pe,5000,ACTIVO
CLI00547,Almacenes Los Cedros S.R.L.,20500530597,Huancayo,913632585,almacenes547@correo.pe,1500,ACTIVO
CLI00351,Mayorista Villa Norte S.R.L.,20500340470,Puno,+51 969717582,mayorista351@correo.pe,1500,ACTIVO
CLI00048,Tiendas Alto Andino S.A.,20500046563,Tarapoto,919821727,tiendas48@correo.pe,0,ACTIVO
CLI00433,Comercial Los Cedros E.I.R.L.,20500420015,Arequipa,+51 942586337,comercial433@correo.pe,25000,ACTIVO
CLI00139,Supermercados Los Cedros S.A.,20500134837,Ayacucho,0955088539,supermercados139@correo.pe,3000,ACTIVO
CLI00593,Inversiones La Colina S.A.C.,20500575213,Ica,+51 952079830,inversiones593@correo.pe,1500,ACTIVO
CLI00148,Abarrotes Campo Alegre,20500143569,Chiclayo,952282347,abarrotes148@correo.pe,0,ACTIVO
CLI00189,Distribuidora El Trigal E.I.R.L.,20500183331,Piura,952693749,distribuidora189@correo.pe,25000,INACTIVO
CLI00049,  CORPORACIÓN LAS PALMERAS S.R.L.  ,20500047535,Chiclayo,+51 984124685,corporación49@correo.pe,1500,ACTIVO
CLI00166,Inversiones Santa Rosa,20500161028,Puno,993573033,inversiones166@correo.pe,25000,INACTIVO
CLI00068,Importadora Villa Norte,20-500065967,Ica,954099053,importadora68@correo.pe,1500,ACTIVO
CLI00160,Minimarket Sol de Oro E.I.R.L.,20500155206,Puno,0941276226,minimarket160@correo.pe,5000,ACTIVO
CLI00457,Comercial Buen Precio E.I.R.L.,20500443295,Trujillo,998645845,comercial457@correo.pe,10000,ACTIVO
CLI00401,Tiendas Buen Precio S.A.,20500388979,Juliaca,+51 997261942,tiendas401@correo.pe,3000,INACTIVO
CLI00027,Bodega Vista Alegre S.A.C.,20500026191,Ica,0906467611,bodega27@correo.pe,25000,ACTIVO
CLI00446,Supermercados Campo Alegre S.A.C.,20500432625,Juliaca,0913708403,supermercados446@correo.pe,5000,INACTIVO
CLI00496,Autoservicio El Progreso S.A.C.,20500481120,Chiclayo,937706689,autoservicio496@correo.pe,3000,ACTIVO
CLI00288,Distribuidora Las Palmeras,20500279363,Piura,900513394,distribuidora288@correo.pe,0,INACTIVO
CLI00147,Supermercados Las Palmeras E.I.R.L.,20500142597,Ayacucho,0971789402,supermercados147@correo.pe,10000,ACTIVO
CLI00302,Importadora El Trigal E.I.R.L.,20500292947,Piura,940732881,importadora302@correo.pe,25000,ACTIVO
CLI00110,Autoservicio San Martín E.I.R.L.,20500106701,Iquitos,902447520,autoservicio110@correo.pe,25000,ACTIVO
CLI00045,Mayorista La Merced E.I.R.L.,20500043653,Puno,+51 915875669,,10000,ACTIVO
CLI00149,Autoservicio San Isidro,20500144531,Tarapoto,932749614,autoservicio149@correo.pe,S/ 5.000,ACTIVO
CLI90007,Abarrotes Río Verde S.R.L.,20500048507,Chiclayo,0969853472,abarrotes50@correo.pe,3000,ACTIVO
CLI00171,Supermercados Alto Andino,20500165872,Cajamarca,+51 915590235,supermercados171@correo.pe,5000,ACTIVO
CLI00077,Almacenes Santa Rosa S.A.,20500074699,,983594248,almacenes77@correo.pe,0,ACTIVO
CLI00001,Comercial Villa Norte,20500000971,Iquitos,0913775684,comercial1@correo.pe,10000,ACTIVO
CLI00422,Supermercados Santa Rosa E.I.R.L.,20500409348,Tacna,902132417,,0,ACTIVO
CLI00365,Corporación Buen Precio E.I.R.L.,20500354055,Trujillo,936747451,corporación365@correo.pe,3000,ACTIVO
CLI00284,Bodega La Merced E.I.R.L.,20500275481,Tarapoto,0936656998,bodega284@correo.pe,5000,INACTIVO
CLI00199,Comercial Casa Grande S.A.C.,20500193035,Piura,+51 932608523,comercial199@correo.pe,25000,ACTIVO
CLI00204,Almacenes La Colina S.R.L.,20500197880,Cajamarca,995857076,almacenes204@correo.pe,25000,ACTIVO
CLI00416,Abarrotes Buen Precio S.R.L.,20500403528,Tacna,968002745,abarrotes416@correo.pe,10000,INACTIVO
CLI00343,Minimarket Sol de Oro,20500332710,Ayacucho,985242608,minimarket343@correo.pe,3000,ACTIVO
CLI00120,Supermercados Vista Alegre,20500116405,,911348399,supermercados120@correo.pe,0,ACTIVO
CLI00219,Autoservicio San Martín S.A.C.,20500212439,Piura,931983382,autoservicio219@correo.pe,0,INACTIVO
CLI00246,Almacenes Los Andes S.A.,20500238624,Cusco,0965030619,almacenes246@correo.pe,25000,ACTIVO
CLI00193,Corporación Río Verde S.A.,20500187213,Ica,972559699,corporación193@correo.pe,1500,INACTIVO
CLI00585,Almacenes Puerto Nuevo S.R.L.,20500567458,Arequipa,0950572168,almacenes585@correo.pe,5000,INACTIVO
CLI00586,Importadora Los Cedros S.A.,20500568420,Huancayo,0958601076,importadora586@correo.pe,5000,ACTIVO
CLI00560,Tiendas El Trigal,20500543206,Iquitos,+51 961391113,tiendas560@correo.pe,1500,INACTIVO
CLI00014,Corporación Buen Precio,20500013584,Cajamarca,958281295,corporación14@correo.pe,0,ACTIVO
CLI00552,Distribuidora El Progreso,20500535441,Trujillo,0986639964,distribuidora552@correo.pe,1500,ACTIVO
CLI00276,Corporación Río Verde E.I.R.L.,20500267721,Lima,0950914754,corporación276@correo.pe,1500,ACTIVO
CLI00072,Corporación San Isidro S.A.,20500069849,Lima,0996161940,corporación72@correo.pe,5000,ACTIVO
CLI00460,Autoservicio Los Cedros,20500446201,Piura,+51 984716008,autoservicio460@correo.pe,10000,ACTIVO
CLI00358,Mayorista Santa Rosa,20500347261,Huancayo,+51 984859707,mayorista358@correo.pe,10000,ACTIVO
CLI00076,Corporación Villa Norte S.A.C.,20500073722,Lima,+51 985398731,corporación76@correo.pe,3000,ACTIVO
CLI00366,Supermercados Nueva Esperanza S.A.,20500355027,Ica,0901506501,supermercados366@correo.pe,0,INACTIVO
CLI00118,Tiendas La Merced,20500114461,Chiclayo,+51 978727228,,1500,ACTIVO
CLI00467,Minimarket Villa Norte S.A.,20500452995,Chiclayo,991584753,,0,INACTIVO
CLI00406,Importadora Los Cedros,20500393824,Ica,+51 973401027,importadora406@correo.pe,25000,ACTIVO
CLI00393,Abarrotes Los Cedros S.A.C.,20500381214,Puno,0928304191,abarrotes393@correo.pe,5000,ACTIVO
CLI00571,Inversiones Villa Norte,20500553872,Arequipa,+51 945327163,,5000,INACTIVO
CLI00040,Inversiones Casa Grande S.R.L.,20500038803,,981504394,inversiones40@correo.pe,25000,ACTIVO
CLI00155,Negocios Santa Rosa,20500150352,Juliaca,945752567,negocios155@correo.pe,0,INACTIVO
CLI00395,Market Sol de Oro S.A.C.,20500383152,Piura,915304867,market395@correo.pe,10000,ACTIVO
CLI00432,Distribuidora Vista Alegre,20500419041,Piura,0981829050,distribuidora432@correo.pe,3000,ACTIVO
CLI00414,Comercial Los Andes E.I.R.L.,20500401584,Tarapoto,924917330,comercial414@correo.pe,10000,ACTIVO
CLI00330,Importadora La Colina,20500320100,Arequipa,+51 914914935,importadora330@correo.pe,5000,ACTIVO
CLI00409,Negocios Los Andes S.R.L.,20500396734,Cusco,927874745,negocios409@correo.pe,5000,ACTIVO
CLI00453,Market La Colina S.A.,20500439417,Lima,930955018,market453@correo.pe,3000,ACTIVO
CLI00044,Autoservicio Villa Norte,20500042681,Tarapoto,+51 972767058,autoservicio44@correo.pe,1500,ACTIVO
CLI00503,Importadora Puerto Nuevo S.A.,20500487918,Piura,0948187743,importadora503@correo.pe,25000,ACTIVO
CLI00114,Comercial Puerto Nuevo S.A.,20500110580,Puno,964805280,comercial114@correo.pe,5000,ACTIVO
CLI00500,Importadora Sol de Oro S.A.,20500485001,Tarapoto,+51 927490818,importadora500@correo.pe,25000,ACTIVO
CLI00141,Almacenes San Isidro E.I.R.L.,20500136775,Juliaca,0989213390,almacenes141@correo.pe,0,ACTIVO
CLI00501,Market Nueva Esperanza S.A.,20500485974,Cajamarca,0954315640,market501@correo.pe,25000,ACTIVO
CLI00421,Bodega Santa Rosa S.A.C.,20500408376,Huancayo,+51 971028210,bodega421@correo.pe,3000,ACTIVO
CLI00569,Market El Trigal S.A.,20500551934,Lima,949575924,market569@correo.pe,5000,ACTIVO
CLI00125,Market Alto Andino E.I.R.L.,20500121258,Tacna,+51 972701840,market125@correo.pe,10000,ACTIVO
CLI00005,Comercial Villa Norte S.A.C.,20500004852,Iquitos,0939207934,comercial5@correo.pe,1500,ACTIVO
CLI00128,Abarrotes Vista Alegre S.A.,20500124165,Arequipa,+51 946215249,,1500,ACTIVO
CLI00235,Supermercados El Progreso,20500227959,Trujillo,+51 939471331,supermercados235@correo.pe,1500,ACTIVO
CLI00307,Almacenes Casa Grande S.A.C.,20500297795,Huancayo,0994057061,almacenes307@correo.pe,5000,ACTIVO
CLI00234,Abarrotes Campo Alegre E.I.R.L.,20500226987,Lima,0998078317,abarrotes234@correo.pe,1500,ACTIVO
CLI00016,Inversiones Vista Alegre S.A.,20500015528,Juliaca,0964309920,inversiones16@correo.pe,25000,ACTIVO
CLI00539,Mayorista Casa Grande S.A.,20500522837,Juliaca,986341584,mayorista539@correo.pe,0,ACTIVO
CLI00067,Almacenes El Trigal S.R.L.,20500064995,Cajamarca,0930339638,almacenes67@correo.pe,5000,ACTIVO
CLI00191,Mayorista Los Andes S.A.C.,20500185270,Piura,912089890,mayorista191@correo.pe,25000,ACTIVO
CLI00554,Minimarket Villa Norte E.I.R.L.,20500537389,Arequipa,+51 901018829,,25000,ACTIVO
CLI00259,Supermercados El Progreso S.A.,20500251230,Huancayo,909454289,supermercados259@correo.pe,1500,ACTIVO
CLI00301,Bodega San Isidro,20500291975,Puno,975994901,bodega301@correo.pe,0,ACTIVO
CLI00035,Almacenes Puerto Nuevo,20500033950,Cusco,0939553980,almacenes35@correo.pe,25000,ACTIVO
CLI00386,Abarrotes Santa Rosa,20500374421,Ayacucho,+51 960976618,abarrotes386@correo.pe,5000,ACTIVO
CLI00452,Bodega El Trigal S.A.C.,20500438445,Cajamarca,951260029,bodega452@correo.pe,3000,INACTIVO
CLI00168,Importadora Las Palmeras,20500162962,Tacna,0943545356,importadora168@correo.pe,3000,INACTIVO
CLI00024,Almacenes Sol de Oro S.A.C.,20500023288,Iquitos,943991209,almacenes24@correo.pe,5000,ACTIVO
CLI00197,Almacenes San Isidro,20500191091,Juliaca,+51 985426047,almacenes197@correo.pe,0,ACTIVO
CLI00102,Autoservicio Sol de Oro,20500098946,Trujillo,0985131197,autoservicio102@correo.pe,3000,ACTIVO
CLI00293,Inversiones Buen Precio,20500284219,Ayacucho,+51 981752186,inversiones293@correo.pe,25000,ACTIVO
CLI00228,Market Campo Alegre S.A.C.,20500221161,Tarapoto,965626385,market228@correo.pe,25000,ACTIVO
CLI00158,Distribuidora Buen Precio S.A.,20500153262,Chiclayo,0913226216,distribuidora158@correo.pe,5000,ACTIVO
CLI00310,Bodega Sol de Oro S.A.,20500300702,Piura,960549095,bodega310@correo.pe,1500,ACTIVO
CLI00184,  TIENDAS NUEVA ESPERANZA E.I.R.L.  ,20500178486,Chiclayo,912459868,tiendas184@correo.pe,10000,INACTIVO
CLI00064,Importadora La Colina S.A.C.,20500062089,Juliaca,0909815488,importadora64@correo.pe,10000,ACTIVO
CLI00251,Importadora Vista Alegre S.A.C.,20500243474,Chiclayo,0915814284,,10000,ACTIVO
CLI00380,Abarrotes Nueva Esperanza S.A.,20500368609,Ica,992054055,abarrotes380@correo.pe,0,ACTIVO
CLI00057,Negocios Puerto Nuevo S.R.L.,20500055295,Puno,+51 952784615,negocios57@correo.pe,10000,ACTIVO
CLI00383,Inversiones Los Andes S.R.L.,20500371511,Piura,+51 989538738,inversiones383@correo.pe,25000,ACTIVO
CLI00022,Inversiones Puerto Nuevo S.R.L.,20500021340,Iquitos,952399581,inversiones22@correo.pe,10000,ACTIVO
CLI00013,Minimarket Campo Alegre S.A.,20500012618,Cajamarca,0965701930,minimarket13@correo.pe,1500,ACTIVO
CLI00584,Mayorista San Martín E.I.R.L.,20500566486,Tarapoto,921339056,,5000,ACTIVO
CLI00415,Bodega Los Andes S.A.C.,20500402556,Chiclayo,+51 924457976,bodega415@correo.pe,10000,ACTIVO
CLI00594,Negocios Santa Rosa S.A.C.,20500576180,Ayacucho,950976324,negocios594@correo.pe,0,ACTIVO
CLI00340,Comercial Río Verde E.I.R.L.,20500329808,Tarapoto,0913589275,comercial340@correo.pe,25000,ACTIVO
CLI00459,Almacenes Santa Rosa S.A.C.,20500445239,Cusco,0904084819,,25000,ACTIVO
CLI90003,Inversiones Puerto Nuevo S.R.L.,20500021340,Iquitos,952399581,inversiones22@correo.pe,10000,ACTIVO
CLI00338,Negocios Sol de Oro S.R.L.,20500327864,Cusco,+51 976686972,negocios338@correo.pe,3000,ACTIVO
CLI00202,Bodega Campo Alegre S.R.L.,20500195941,Trujillo,957820767,bodega202@correo.pe,5000,ACTIVO
CLI00285,Abarrotes Sol de Oro,20500276453,Trujillo,0983200305,abarrotes285@correo.pe,10000,ACTIVO
CLI00564,Tiendas Nueva Esperanza,20500547082,Puno,+51 968168622,tiendas564@correo.pe,0,ACTIVO
CLI00263,Distribuidora Villa Norte S.A.,20500255111,Piura,0929532669,distribuidora263@correo.pe,10000,ACTIVO
CLI00543,Inversiones Villa Norte S.R.L.,20500526719,Arequipa,0960565320,inversiones543@correo.pe,1500,ACTIVO
CLI00008,  AUTOSERVICIO RÍO VERDE S.R.L.  ,20500007762,Juliaca,975698815,autoservicio8@correo.pe,5000,ACTIVO
CLI00565,Supermercados El Trigal S.A.C.,20500548054,Ayacucho,+51 924032836,,5000,ACTIVO
CLI00088,Autoservicio La Merced,20500085364,Cusco,+51 962251448,autoservicio88@correo.pe,5000,ACTIVO
CLI00159,Abarrotes San Martín S.R.L.,20500154234,,0970327038,abarrotes159@correo.pe,0,ACTIVO
CLI90008,Negocios Puerto Nuevo S.R.L.,20500055295,Puno,+51 952784615,negocios57@correo.pe,10000,ACTIVO
CLI00028,Mayorista Sol de Oro E.I.R.L.,20500027160,Ica,0929356575,mayorista28@correo.pe,10000,ACTIVO
CLI00206,Bodega Nueva Esperanza S.R.L.,20500199823,Puno,962613862,bodega206@correo.pe,0,ACTIVO
CLI00298,Importadora El Trigal,20500289067,Juliaca,0905236943,importadora298@correo.pe,10000,ACTIVO
CLI00462,Autoservicio San Isidro S.A.C.,20500448149,Cusco,+51 935698451,autoservicio462@correo.pe,5000,ACTIVO
CLI00162,Market Los Cedros S.R.L.,20500157144,Huancayo,0977629963,market162@correo.pe,25000,ACTIVO
CLI00557,Mayorista Río Verde E.I.R.L.,20500540291,Cusco,0999167678,mayorista557@correo.pe,10000,ACTIVO
CLI00587,Bodega Los Cedros S.R.L.,20500569396,Iquitos,0916320291,,25000,ACTIVO
CLI00458,Supermercados Puerto Nuevo S.A.C.,20500444267,Piura,918995682,supermercados458@correo.pe,1500,ACTIVO
CLI00270,Abarrotes Alto Andino S.A.,20500261901,Huancayo,0944591543,abarrotes270@correo.pe,25000,ACTIVO
CLI00354,Negocios Nueva Esperanza S.R.L.,20500343380,Piura,936081313,negocios354@correo.pe,3000,INACTIVO
CLI00350,Tiendas Alto Andino,20500339501,Tarapoto,+51 906465420,tiendas350@correo.pe,1500,INACTIVO
CLI00080,Market Las Palmeras,20500077604,Iquitos,0979062399,market80@correo.pe,0,INACTIVO
CLI00398,Market La Colina S.R.L.,20500386062,Piura,+51 919988731,market398@correo.pe,0,ACTIVO
CLI00019,Distribuidora Alto Andino S.R.L.,20500018438,Ica,0947949368,distribuidora19@correo.pe,3000,ACTIVO
CLI00018,Corporación Puerto Nuevo,20500017466,Tarapoto,+51 981890761,corporación18@correo.pe,1500,INACTIVO
CLI00478,Comercial Las Palmeras,20500463661,Cajamarca,+51 954631915,comercial478@correo.pe,3000,INACTIVO
CLI00089,Tiendas El Progreso,20500086336,Cusco,996152038,tiendas89@correo.pe,10000,ACTIVO
CLI00510,Inversiones Río Verde S.A.,20500494701,Lima,910605415,inversiones510@correo.pe,5000,ACTIVO
CLI00074,Importadora Villa Norte S.A.C.,20500071789,Tarapoto,997232165,importadora74@correo.pe,3000,ACTIVO
CLI00481,Autoservicio Casa Grande E.I.R.L.,20500466571,Iquitos,941785524,autoservicio481@correo.pe,1500,ACTIVO
CLI00007,Inversiones Puerto Nuevo,20500006791,Tacna,+51 957102035,inversiones7@correo.pe,10000,ACTIVO
CLI90000,Comercial Villa Norte,20500000971,Iquitos,0913775684,comercial1@correo.pe,10000,ACTIVO
CLI00090,Negocios Villa Norte S.R.L.,20500087308,Ica,971498171,negocios90@correo.pe,10000,ACTIVO
CLI00236,Corporación Sol de Oro,20500228921,Cajamarca,0985056469,corporación236@correo.pe,0,ACTIVO
CLI00242,Autoservicio La Merced E.I.R.L.,20500234742,Arequipa,+51 970948649,autoservicio242@correo.pe,5000,INACTIVO
CLI00099,Tiendas Las Palmeras,20500096030,Huancayo,948746691,tiendas99@correo.pe,3000,ACTIVO
CLI00318,Inversiones Sol de Oro E.I.R.L.,20500308461,Iquitos,973539296,inversiones318@correo.pe,25000,ACTIVO
CLI00133,Market Vista Alegre S.R.L.,20500129019,Ayacucho,0901407351,market133@correo.pe,3000,ACTIVO
CLI00123,Comercial Vista Alegre,20500119315,Arequipa,927460898,,10000,ACTIVO
CLI00269,Minimarket Los Andes,20500260930,Tarapoto,+51 976859251,minimarket269@correo.pe,1500,INACTIVO
CLI00465,Comercial Buen Precio,20500451051,Piura,939559366,comercial465@correo.pe,1500,INACTIVO
CLI00485,Inversiones El Progreso,20500470454,Ayacucho,0951539270,inversiones485@correo.pe,0,ACTIVO
CLI00304,Negocios Casa Grande S.A.,20500294885,Ayacucho,+51 944022018,negocios304@correo.pe,3000,ACTIVO
CLI00332,Comercial La Colina S.R.L.,20500322048,Chiclayo,+51 998114787,comercial332@correo.pe,3000,ACTIVO
CLI00096,Tiendas Los Andes S.A.,20500093120,Lima,+51 912704519,tiendas96@correo.pe,25000,ACTIVO
CLI00483,Mayorista Santa Rosa S.R.L.,20500468514,Juliaca,+51 966678322,mayorista483@correo.pe,3000,ACTIVO
CLI00327,Tiendas Santa Rosa S.A.,20500317192,Ica,905647075,tiendas327@correo.pe,1500,INACTIVO
CLI00315,Bodega Puerto Nuevo,20500305551,Juliaca,937021812,bodega315@correo.pe,0,ACTIVO
CLI00429,Autoservicio Vista Alegre S.A.C.,20500416131,Cusco,+51 945299832,autoservicio429@correo.pe,10000,ACTIVO
CLI00599,Abarrotes El Trigal S.A.,20500581035,Cajamarca,+51 919226473,abarrotes599@correo.pe,0,ACTIVO
CLI00479,Mayorista El Progreso S.A.,20500464632,Chiclayo,+51 959038715,,1500,ACTIVO
CLI00167,Importadora San Isidro,20500161991,Huancayo,0961977433,importadora167@correo.pe,25000,INACTIVO
CLI00211,Supermercados Sol de Oro,20500204673,Piura,+51 975932944,supermercados211@correo.pe,5000,ACTIVO
CLI00399,Distribuidora La Colina S.A.,20500387034,Cusco,0956765294,distribuidora399@correo.pe,3000,INACTIVO
CLI00145,Supermercados Vista Alegre S.A.,20500140659,Ica,0916782031,supermercados145@correo.pe,5000,ACTIVO
CLI00525,Comercial Puerto Nuevo S.R.L.,20500509253,Tacna,+51 933570607,comercial525@correo.pe,1500,INACTIVO
CLI00291,Importadora La Merced S.R.L.,20500282275,Iquitos,+51 900101166,,1500,INACTIVO
CLI00512,Inversiones Los Cedros S.R.L.,20500496640,Cusco,0992840283,inversiones512@correo.pe,0,ACTIVO
CLI00376,Distribuidora Santa Rosa S.R.L.,20500364727,Tarapoto,+51 925659911,distribuidora376@correo.pe,25000,ACTIVO
CLI00303,Importadora Puerto Nuevo S.R.L.,20500293919,Puno,0906065723,importadora303@correo.pe,3000,ACTIVO
CLI00135,Tiendas La Colina S.A.C.,20500130955,Arequipa,+51 900533783,tiendas135@correo.pe,3000,INACTIVO
CLI00115,Autoservicio Los Andes,20500111551,Tacna,+51 939550251,autoservicio115@correo.pe,10000,ACTIVO
CLI00176,Inversiones La Merced S.A.C.,20500170721,Puno,0996729429,inversiones176@correo.pe,1500,ACTIVO
CLI00568,Autoservicio San Martín S.A.,20500550962,Juliaca,0935437457,,3000,ACTIVO
CLI00595,Almacenes Río Verde S.A.,20500577151,Huancayo,0941433230,,3000,ACTIVO
CLI00312,Abarrotes Puerto Nuevo S.A.C.,20500302641,Iquitos,+51 941381739,abarrotes312@correo.pe,25000,ACTIVO
CLI00104,Comercial El Progreso,20500100886,Cusco,961205543,comercial104@correo.pe,25000,ACTIVO
CLI00316,Mayorista Buen Precio S.R.L.,20500306522,Huancayo,971332694,,5000,INACTIVO
CLI00186,Bodega Alto Andino S.R.L.,20500180421,Ica,+51 952391277,bodega186@correo.pe,25000,ACTIVO
CLI00082,Importadora Villa Norte S.R.L.,20500079542,Chiclayo,0964383227,importadora82@correo.pe,3000,ACTIVO
CLI00502,Mayorista Alto Andino S.A.C.,20500486946,Lima,941738794,,1500,ACTIVO
CLI00591,Mayorista Nueva Esperanza,20500573270,Lima,+51 906943919,mayorista591@correo.pe,3000,ACTIVO
CLI00519,Tiendas Campo Alegre S.A.,20500503433,Ica,0977238126,tiendas519@correo.pe,10000,ACTIVO
CLI00516,Abarrotes Los Andes S.R.L.,20500500523,Huancayo,0965469672,abarrotes516@correo.pe,25000,INACTIVO
CLI00029,Minimarket Vista Alegre,20500028131,Juliaca,+51 952341080,minimarket29@correo.pe,10000,ACTIVO
CLI00237,Inversiones La Merced,20500229897,Iquitos,0990010025,inversiones237@correo.pe,0,ACTIVO
CLI00070,Abarrotes El Progreso S.A.,20500067901,Piura,915817033,abarrotes70@correo.pe,5000,ACTIVO
CLI00352,Tiendas Los Cedros E.I.R.L.,20500341441,Chiclayo,0996344729,tiendas352@correo.pe,25000,ACTIVO
CLI00551,Comercial Villa Norte S.R.L.,20500534479,Piura,0992852105,comercial551@correo.pe,0,ACTIVO
CLI00175,Market Los Andes S.R.L.,20500169754,Trujillo,+51 956152494,market175@correo.pe,25000,ACTIVO
CLI00137,  MARKET LA MERCED S.A.C.  ,20500132893,Cusco,959571428,market137@correo.pe,5000,ACTIVO
CLI00247,Inversiones La Colina S.A.C.,20500239591,Ica,+51 922689444,inversiones247@correo.pe,S/ 3.000,ACTIVO
CLI00103,Autoservicio Sol de Oro S.A.,20500099918,Iquitos,936652985,autoservicio103@correo.pe,5000,ACTIVO
CLI00515,Distribuidora Casa Grande S.R.L.,20500499550,Piura,971333317,distribuidora515@correo.pe,0,ACTIVO
CLI00109,Corporación Campo Alegre S.A.,20500105730,Iquitos,+51 920549175,corporación109@correo.pe,1500,INACTIVO
CLI00260,Inversiones La Colina S.R.L.,20500252201,Piura,0984914852,inversiones260@correo.pe,5000,INACTIVO
CLI00529,Negocios San Martín S.R.L.,20500513137,Cajamarca,936302625,negocios529@correo.pe,10000,ACTIVO
CLI00454,Abarrotes Los Andes S.A.C.,20500440385,Arequipa,+51 902631615,abarrotes454@correo.pe,5000,ACTIVO
CLI00578,Distribuidora La Merced E.I.R.L.,20500560666,Puno,0914462065,distribuidora578@correo.pe,1500,ACTIVO
CLI00097,Negocios Los Cedros S.R.L.,20500094096,Cajamarca,+51 921986261,negocios97@correo.pe,0,ACTIVO
CLI00232,Comercial El Progreso S.R.L.,20500225042,Arequipa,991757773,comercial232@correo.pe,25000,ACTIVO
CLI00526,Tiendas Villa Norte E.I.R.L.,20500510227,Iquitos,+51 922362719,tiendas526@correo.pe,1500,ACTIVO
CLI00372,Minimarket Puerto Nuevo,20500360845,Ayacucho,+51 959978789,minimarket372@correo.pe,10000,INACTIVO
CLI00553,Supermercados Villa Norte S.A.,20500536412,Chiclayo,+51 942209465,supermercados553@correo.pe,25000,ACTIVO
CLI00190,Supermercados La Merced S.R.L.,20500184303,Ica,909642412,supermercados190@correo.pe,3000,ACTIVO
CLI00140,Comercial Campo Alegre,20500135809,Lima,+51 928632146,comercial140@correo.pe,3000,ACTIVO
CLI00203,Bodega San Martín S.A.,20500196913,,928874629,bodega203@correo.pe,25000,ACTIVO
CLI00100,Corporación Alto Andino,20500097001,Tacna,+51 928327121,corporación100@correo.pe,S/ 0,ACTIVO
CLI00122,Mayorista Buen Precio,20500118343,Ica,+51 925501820,mayorista122@correo.pe,5000,INACTIVO
CLI00342,Autoservicio San Isidro E.I.R.L.,20500331748,Juliaca,0963266861,,1500,ACTIVO
CLI00600,Minimarket Campo Alegre,20500582007,Juliaca,972195958,minimarket600@correo.pe,10000,ACTIVO
CLI00491,Corporación La Colina S.R.L.,20500476274,Tarapoto,+51 911148333,corporación491@correo.pe,1500,INACTIVO
CLI00216,Distribuidora Puerto Nuevo S.A.C.,20500209527,Tacna,+51 926675933,distribuidora216@correo.pe,10000,ACTIVO
CLI00205,Importadora Alto Andino S.A.C.,20500198851,Juliaca,+51 999278721,importadora205@correo.pe,0,ACTIVO
CLI00075,Supermercados El Progreso S.R.L.,20500072751,Puno,0982102572,supermercados75@correo.pe,5000,ACTIVO
CLI00164,Supermercados Las Palmeras,20500159082,Juliaca,927908106,supermercados164@correo.pe,25000,ACTIVO
CLI00497,Tiendas Las Palmeras S.R.L.,20500482096,Ica,+51 917797732,tiendas497@correo.pe,25000,ACTIVO
CLI00382,Tiendas San Martín S.A.C.,20500370549,Juliaca,0931536285,tiendas382@correo.pe,5000,ACTIVO
CLI00417,Mayorista San Martín S.A.C.,20500404494,Iquitos,+51 905930625,mayorista417@correo.pe,1500,INACTIVO
CLI00359,Distribuidora Nueva Esperanza S.A.,20500348233,Chiclayo,+51 955446289,distribuidora359@correo.pe,3000,ACTIVO
CLI00069,Bodega Casa Grande S.R.L.,20500066939,Huancayo,0951221192,bodega69@correo.pe,5000,ACTIVO
CLI00261,Negocios Buen Precio S.A.C.,20500253178,Cusco,0930542322,negocios261@correo.pe,0,ACTIVO
CLI00047,Almacenes Las Palmeras,20500045591,Cusco,+51 924624539,almacenes47@correo.pe,25000,ACTIVO
CLI00060,Supermercados Casa Grande E.I.R.L.,20500058201,Huancayo,+51 984532675,,10000,ACTIVO
CLI00279,Comercial El Trigal S.A.C.,20500270633,Ayacucho,928970073,comercial279@correo.pe,3000,ACTIVO
CLI00388,Abarrotes Las Palmeras S.R.L.,20500376369,Arequipa,941609993,abarrotes388@correo.pe,1500,ACTIVO
CLI00278,Minimarket Santa Rosa S.A.C.,20500269660,Huancayo,0963692578,minimarket278@correo.pe,5000,ACTIVO
CLI00394,Inversiones Buen Precio S.R.L.,20500382181,Puno,921580467,inversiones394@correo.pe,3000,ACTIVO
CLI00121,Negocios Alto Andino S.A.C.,20500117371,Tarapoto,973779421,negocios121@correo.pe,3000,ACTIVO
